repository_id,repository_name,repository_type,repository_url,oai_url,software,content_types,content_subjects,organisation_name,organisation_country,metadata_record_count,full_text_record_count
105,Document Server@UHasselt,institutional,https://documentserver.uhasselt.be/,https://documentserver.uhasselt.be/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","social_sciences, humanities, arts, health_and_medicine, mathematics, engineering, technology, science",Hasselt University,be,27376,0
108,ScholarsArchive@OSU,institutional,https://ir.library.oregonstate.edu/,N/A,other,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, learning_objects","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Oregon State University,us,60417,0
109,Apollo - University of Cambridge Repository,institutional,https://www.repository.cam.ac.uk/home,https://api.repository.cam.ac.uk/server/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, learning_objects, software, patents, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Cambridge,gb,225631,0
114,DSpace Universidad de Talca,institutional,http://dspace.utalca.cl/index.jsp,http://dspace.utalca.cl/oai/request,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Universidad de Talca,cl,11406,6073
115,DSpace at Indian Institute of Management Kozhikode,institutional,http://dspace.iimk.ac.in/,http://dspace.iimk.ac.in/dspace-oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers","health_and_medicine, science, social_sciences, technology",Indian Institute of Management Kozhikode,in,810,0
116,Dspace@NITR,institutional,http://dspace.nitrkl.ac.in/dspace/,http://dspace.nitrkl.ac.in:8080/dspace-oai/request?,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology","National Institute of Technology, Rourkela",in,2850,0
117,Waseda University Repository,institutional,https://waseda.repo.nii.ac.jp/,http://waseda.repo.nii.ac.jp/oai,weko,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Waseda University,jp,46388,39513
119,DCU Online Research Access Service,institutional,https://doras.dcu.ie/,https://doras.dcu.ie/cgi/oai2,eprints,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Dublin City University,ie,9700,8452
121,DUO Research Archive,institutional,http://www.duo.uio.no/,N/A,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections, learning_objects","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Oslo,no,49728,0
124,E-Prints in Library and Information Science,disciplinary,http://eprints.rclis.org/,http://eprints.rclis.org/cgi/oai2,eprints,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, learning_objects, other_special_item_types",social_sciences,e-prints in library and information science,it,23271,21742
126,Docta Complutense,institutional,https://docta.ucm.es/home,https://docta.ucm.es/rest/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Universidad Complutense Madrid,es,39575,0
128,e-space at Manchester Metropolitan University,institutional,https://www.e-space.mmu.ac.uk/,https://e-space.mmu.ac.uk/cgi/oai2,eprints,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Manchester Metropolitan University,gb,16606,9414
129,Earth-prints Repository,disciplinary,http://www.earth-prints.org/,http://www.earth-prints.org/oai/request,dspace_cris,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections, datasets, other_special_item_types",science,Istituto Nazionale di Geofisica e Vulcanologia,it,9692,3709
130,ERI Library,institutional,https://cdm17192.contentdm.oclc.org/digital/collection/p17192coll1/search,N/A,contentdm,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types",science,Northern Arizona University,us,892,0
131,WinnSpace Repository,institutional,http://winnspace.uwinnipeg.ca/,http://winnspace.uwinnipeg.ca/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Winnipeg,ca,1423,743
133,edoc-Server. Open-Access-Publikationsserver der Humboldt-Universität zu Berlin,institutional,https://edoc.hu-berlin.de/,http://edoc.hu-berlin.de/oai,dspace,"journal_articles, bibliographic_references, theses_and_dissertations, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Humboldt-Universität zu Berlin,de,19052,0
134,Eldorado - Repository of the TU Dortmund,institutional,https://eldorado.tu-dortmund.de,https://eldorado.tu-dortmund.de/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, learning_objects, other_special_item_types","arts, engineering, humanities, mathematics, science, social_sciences, technology",Technische Universität Dortmund,de,20963,9629
135,"Blekinge Institute of Technology, DIVA.",institutional,https://bth.diva-portal.org/,http://bth.diva-portal.org/dice/oai,diva_portal,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Blekinge Institute of Technology,se,1855,0
137,PennState University Libraries: Electronic Theses and Dissertations for Graduate School,institutional,https://etda.libraries.psu.edu/,N/A,etd_db,"bibliographic_references, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Pennsylvania State University,us,4860,0
139,Media Dokumentenserver - Staats und Universitätsbibliothek Bremen,institutional,https://media.suub.uni-bremen.de,https://media.suub.uni-bremen.de/oai/openaire,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Universität Bremen,de,4221,0
142,Luleå University of Technology Publications,institutional,http://ltu.diva-portal.org/smash/search.jsf?dswid=-7504,http://ltu.diva-portal.org/dice/oai,diva_portal,"journal_articles, bibliographic_references, theses_and_dissertations, unpub_reports_and_working_papers, learning_objects","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Luleå Tekniska Universitet,se,25430,0
145,eScholarShare@Drake,institutional,https://escholarshare.drake.edu/home,https://escholarshare.drake.edu/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Drake University,us,1836,1112
147,Vanderbilt University Institutional Repository,institutional,https://ir.vanderbilt.edu/,N/A,other,theses_and_dissertations,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Vanderbilt University,us,4961,2545
149,Electronic Theses and Dissertations of Indian Institute of Science,institutional,https://etd.iisc.ac.in/,N/A,dspace,theses_and_dissertations,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Indian Institute of Science,in,3779,0
150,ETH Zürich Repository for Publications and Research Data,institutional,https://www.research-collection.ethz.ch/,http://research-collection.ethz.ch/oai,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, learning_objects, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Eidgenössische Technische Hochschule Zürich,ch,180671,0
151,European University Institute Research Repository,institutional,https://cadmus.eui.eu/,https://cadmus.eui.eu/oai/request,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, other_special_item_types","arts, humanities, mathematics, science, social_sciences, technology",European University Institute,it,24869,3867
152,Università degli Studi di Napoli Federico Il Open Archive,institutional,http://www.fedoa.unina.it/,http://www.fedoa.unina.it/cgi/oai2,eprints,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections, patents, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Università degli Studi di Napoli Federico Il,it,9716,6098
153,FIU Digital Commons,institutional,https://digitalcommons.fiu.edu/,https://digitalcommons.fiu.edu/do/oai/,digital_commons,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Florida International University,us,23430,10543
156,GFZ Publication Database,institutional,https://gfzpublic.gfz-potsdam.de,https://gfzpublic.gfz-potsdam.de/oai,other,"journal_articles, bibliographic_references, conference_and_workshop_papers, books_chapters_and_sections","humanities, science, technology",Helmholtz Centre Potsdam,de,10000,0
157,Mason Archival Repository Service,institutional,http://mars.gmu.edu,https://mars.gmu.edu/server/oai/request?verb=Identify,dspace,"journal_articles, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",George Mason University,us,7565,0
162,Enlighten - Institutional Repository of the University of Glasgow,institutional,https://www.gla.ac.uk/research/enlighten/,https://eprints.gla.ac.uk/cgi/oai2,eprints,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, patents, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Glasgow,gb,152904,36851
165,INRIA.HAL.SCIENCE Web Portal,institutional,https://inria.hal.science/,https://api.archives-ouvertes.fr/oai/inria,hal,"journal_articles, bibliographic_references, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects, software, patents",technology,Institut National de Recherche en Sciences et Technologies du Numérique,fr,112248,22532
